# time	pulse
2.216928938000000127e+00	-8.699999999999997708e-66
2.220845774000000272e+00	-4.339999999999999321e-66
2.224762608999999891e+00	-2.139999999999999479e-66
2.228679445000000037e+00	-1.049999999999999882e-66
2.232596280999999738e+00	-5.089999999999998841e-67
2.236513115999999801e+00	-2.439999999999999643e-67
2.240429951999999947e+00	-1.159999999999999855e-67
2.244346787000000010e+00	-5.429999999999999148e-68
2.248263623000000155e+00	-2.509999999999999193e-68
2.252180458000000218e+00	-1.139999999999999825e-68
2.256097293999999920e+00	-5.119999999999998536e-69
2.260014130000000065e+00	-2.239999999999999424e-69
2.263930965000000128e+00	-9.539999999999998540e-70
2.267847800999999830e+00	-3.909999999999999013e-70
2.271764635999999893e+00	-1.519999999999999646e-70
2.275681472000000038e+00	-5.439999999999998928e-71
2.279598307000000101e+00	-1.639999999999999612e-71
2.283515143000000247e+00	-2.899999999999999473e-72
2.287431978999999949e+00	1.110000000000000030e-72
2.291348814000000012e+00	1.779999999999999803e-72
2.295265650000000157e+00	1.469999999999999771e-72
2.299182485000000220e+00	9.999999999999998398e-73
2.303099320999999922e+00	6.239999999999998950e-73
2.307016157000000067e+00	3.679999999999999687e-73
2.310932991999999686e+00	2.080000000000000069e-73
2.314849828000000276e+00	1.149999999999999784e-73
2.318766663000000339e+00	6.179999999999999601e-74
2.322683499000000040e+00	3.269999999999999655e-74
2.326600334000000103e+00	1.699999999999999830e-74
2.330517169999999805e+00	8.729999999999998266e-75
2.334434005999999950e+00	4.429999999999999331e-75
2.338350841000000013e+00	2.219999999999999454e-75
2.342267676999999715e+00	1.099999999999999904e-75
2.346184511999999778e+00	5.419999999999998362e-76
2.350101347999999923e+00	2.639999999999999623e-76
2.354018182999999986e+00	1.269999999999999777e-76
2.357935019000000132e+00	6.089999999999998489e-77
2.361851854999999833e+00	2.889999999999999260e-77
2.365768689999999896e+00	1.359999999999999855e-77
2.369685526000000042e+00	6.309999999999999148e-78
2.373602361000000105e+00	2.909999999999999032e-78
2.377519196999999807e+00	1.329999999999999861e-78
2.381436032999999952e+00	5.999999999999998795e-79
2.385352868000000015e+00	2.679999999999999709e-79
2.389269704000000161e+00	1.179999999999999861e-79
2.393186539000000224e+00	5.129999999999998538e-80
2.397103374999999925e+00	2.189999999999999494e-80
2.401020209999999988e+00	9.179999999999998803e-81
2.404937046000000134e+00	3.749999999999999153e-81
2.408853881999999835e+00	1.489999999999999755e-81
2.412770716999999898e+00	5.619999999999998987e-82
2.416687553000000044e+00	1.989999999999999794e-82
2.420604388000000107e+00	6.259999999999998424e-83
2.424521224000000252e+00	1.489999999999999924e-83
2.428438058999999871e+00	2.269999999999999626e-85
2.432354895000000017e+00	-2.989999999999999244e-84
2.436271730999999718e+00	-2.809999999999999311e-84
2.440188565999999781e+00	-1.949999999999999656e-84
2.444105401999999927e+00	-1.189999999999999685e-84
2.448022236999999990e+00	-6.799999999999998361e-85
2.451939073000000135e+00	-3.709999999999999205e-85
2.455855909000000281e+00	-1.959999999999999887e-85
2.459772743999999900e+00	-1.009999999999999780e-85
2.463689580000000046e+00	-5.089999999999999539e-86
2.467606415000000109e+00	-2.519999999999999549e-86
2.471523250999999810e+00	-1.229999999999999831e-86
2.475440085999999873e+00	-5.959999999999998618e-87
2.479356922000000019e+00	-2.839999999999999572e-87
2.483273758000000164e+00	-1.339999999999999937e-87
2.487190593000000227e+00	-6.279999999999999803e-88
2.491107428999999929e+00	-2.909999999999999887e-88
2.495024263999999992e+00	-1.329999999999999620e-88
2.498941100000000137e+00	-6.059999999999999407e-89
2.502857935999999839e+00	-2.729999999999999640e-89
2.506774770999999902e+00	-1.219999999999999806e-89
2.510691607000000047e+00	-5.399999999999999057e-90
2.514608441999999666e+00	-2.369999999999999790e-90
2.518525278000000256e+00	-1.029999999999999932e-90
2.522442113000000319e+00	-4.420000000000000074e-91
2.526358949000000020e+00	-1.879999999999999971e-91
2.530275785000000166e+00	-7.879999999999998196e-92
2.534192619999999785e+00	-3.259999999999999181e-92
2.538109455999999930e+00	-1.329999999999999747e-92
2.542026290999999993e+00	-5.329999999999997826e-93
2.545943126999999695e+00	-2.089999999999999384e-93
2.549859961999999758e+00	-7.949999999999998228e-94
2.553776797999999904e+00	-2.919999999999999244e-94
2.557693634000000049e+00	-1.009999999999999868e-94
2.561610469000000112e+00	-3.219999999999999657e-95
2.565527304999999814e+00	-8.569999999999998012e-96
2.569444139999999877e+00	-1.269999999999999943e-96
2.573360976000000022e+00	5.439999999999999199e-97
2.577277811999999724e+00	7.209999999999998264e-97
2.581194646999999787e+00	5.239999999999998594e-97
2.585111482999999932e+00	3.189999999999999410e-97
2.589028317999999995e+00	1.769999999999999585e-97
2.592945154000000141e+00	9.339999999999998522e-98
2.596861989000000204e+00	4.729999999999999546e-98
2.600778824999999905e+00	2.329999999999999498e-98
2.604695661000000051e+00	1.119999999999999860e-98
2.608612496000000114e+00	5.319999999999999051e-99
2.612529331999999815e+00	2.479999999999999481e-99
2.616446166999999878e+00	1.139999999999999739e-99
2.620363003000000024e+00	5.179999999999998926e-100
2.624279838000000087e+00	2.329999999999999580e-100
2.628196674000000232e+00	1.029999999999999655e-100
2.632113509999999934e+00	4.559999999999999360e-101
2.636030344999999997e+00	1.989999999999999654e-101
2.639947181000000143e+00	8.589999999999998060e-102
2.643864015999999761e+00	3.679999999999999308e-102
2.647780851999999907e+00	1.559999999999999879e-102
2.651697688000000053e+00	6.569999999999998763e-103
2.655614523000000116e+00	2.739999999999999157e-103
2.659531359000000261e+00	1.129999999999999757e-103
2.663448193999999880e+00	4.619999999999999038e-104
2.667365030000000026e+00	1.870000000000000053e-104
2.671281865000000089e+00	7.479999999999998354e-105
2.675198700999999790e+00	2.949999999999999481e-105
2.679115536999999936e+00	1.149999999999999660e-105
2.683032371999999999e+00	4.389999999999999532e-106
2.686949208000000144e+00	1.649999999999999594e-106
2.690866043000000207e+00	6.019999999999997934e-107
2.694782878999999909e+00	2.129999999999999522e-107
2.698699715000000054e+00	7.209999999999997885e-108
2.702616550000000117e+00	2.279999999999999538e-108
2.706533386000000263e+00	6.349999999999998331e-109
2.710450221000000326e+00	1.319999999999999725e-109
2.714367057000000028e+00	-1.159999999999999600e-111
2.718283892000000090e+00	-2.369999999999999528e-110
2.722200728000000236e+00	-1.939999999999999621e-110
2.726117563999999938e+00	-1.189999999999999804e-110
2.730034398999999556e+00	-6.519999999999999312e-111
2.733951235000000146e+00	-3.319999999999999473e-111
2.737868070000000209e+00	-1.619999999999999674e-111
2.741784906000000355e+00	-7.659999999999998419e-112
2.745701741000000418e+00	-3.529999999999998740e-112
2.749618576999999675e+00	-1.589999999999999904e-112
2.753535413000000265e+00	-7.079999999999997834e-113
2.757452248000000328e+00	-3.099999999999998967e-113
2.761369083999999585e+00	-1.339999999999999743e-113
2.765285918999999648e+00	-5.729999999999998144e-114
2.769202754999999794e+00	-2.429999999999999600e-114
2.773119591000000383e+00	-1.019999999999999943e-114
2.777036426000000446e+00	-4.209999999999998897e-115
2.780953261999999704e+00	-1.729999999999999429e-115
2.784870096999999767e+00	-7.049999999999998509e-116
2.788786932999999912e+00	-2.839999999999999386e-116
2.792703767999999975e+00	-1.139999999999999706e-116
2.796620603999999677e+00	-4.509999999999998585e-117
2.800537439999999823e+00	-1.769999999999999466e-117
2.804454274999999885e+00	-6.879999999999999055e-118
2.808371111000000031e+00	-2.649999999999999312e-118
2.812287946000000094e+00	-1.009999999999999891e-118
2.816204781999999796e+00	-3.789999999999999291e-119
2.820121616999999858e+00	-1.409999999999999841e-119
2.824038453000000004e+00	-5.129999999999998145e-120
2.827955288999999706e+00	-1.839999999999999410e-120
2.831872123999999769e+00	-6.449999999999998185e-121
2.835788959999999914e+00	-2.199999999999999351e-121
2.839705794999999977e+00	-7.209999999999997988e-122
2.843622631000000123e+00	-2.239999999999999380e-122
2.847539466999999824e+00	-6.319999999999998386e-123
2.851456301999999887e+00	-1.489999999999999940e-123
2.855373138000000033e+00	-1.829999999999999695e-124
2.859289973000000096e+00	8.729999999999997324e-125
2.863206808999999797e+00	9.660000000000000250e-125
2.867123643999999860e+00	6.209999999999999861e-125
2.871040480000000006e+00	3.359999999999999243e-125
2.874957316000000151e+00	1.669999999999999231e-125
2.878874151000000214e+00	7.859999999999997788e-126
2.882790986999999916e+00	3.559999999999998773e-126
2.886707821999999979e+00	1.569999999999999663e-126
2.890624658000000125e+00	6.779999999999997806e-127
2.894541493000000187e+00	2.869999999999999249e-127
2.898458328999999889e+00	1.199999999999999706e-127
2.902375165000000035e+00	4.939999999999998968e-128
2.906291999999999653e+00	2.009999999999999364e-128
2.910208836000000243e+00	8.079999999999997043e-129
2.914125671000000306e+00	3.219999999999999044e-129
2.918042507000000008e+00	1.269999999999999637e-129
2.921959343000000153e+00	4.959999999999998729e-130
2.925876178000000216e+00	1.919999999999999172e-130
2.929793013999999918e+00	7.359999999999997094e-131
2.933709848999999981e+00	2.799999999999999460e-131
2.937626685000000126e+00	1.059999999999999685e-131
2.941543520000000189e+00	3.939999999999998868e-132
2.945460356000000335e+00	1.459999999999999679e-132
2.949377192000000036e+00	5.339999999999998880e-133
2.953294027000000099e+00	1.929999999999999447e-133
2.957210863000000245e+00	6.919999999999998246e-134
2.961127698000000308e+00	2.449999999999999395e-134
2.965044533999999565e+00	8.519999999999998554e-135
2.968961370000000155e+00	2.919999999999998698e-135
2.972878205000000218e+00	9.789999999999997279e-136
2.976795041000000364e+00	3.199999999999999165e-136
2.980711876000000427e+00	1.009999999999999759e-136
2.984628711999999684e+00	3.069999999999999262e-137
2.988545546999999747e+00	8.629999999999998436e-138
2.992462383000000337e+00	2.139999999999999270e-138
2.996379218999999594e+00	3.849999999999999341e-139
3.000296053999999657e+00	-1.169999999999999684e-140
3.004212889999999803e+00	-6.209999999999998845e-140
3.008129724999999866e+00	-4.439999999999999543e-140
3.012046561000000455e+00	-2.429999999999999649e-140
3.015963396000000074e+00	-1.179999999999999612e-140
3.019880231999999776e+00	-5.389999999999998490e-141
3.023797067999999921e+00	-2.349999999999999588e-141
3.027713902999999984e+00	-9.929999999999997892e-142
3.031630738999999686e+00	-4.099999999999999296e-142
3.035547573999999749e+00	-1.659999999999999690e-142
3.039464409999999894e+00	-6.589999999999998285e-143
3.043381246000000040e+00	-2.579999999999999371e-143
3.047298081000000103e+00	-9.999999999999998367e-144
3.051214916999999804e+00	-3.829999999999999310e-144
3.055131751999999867e+00	-1.449999999999999530e-144
3.059048588000000013e+00	-5.439999999999999395e-145
3.062965423000000076e+00	-2.019999999999999135e-145
3.066882258999999777e+00	-7.439999999999997091e-146
3.070799094999999923e+00	-2.709999999999999067e-146
3.074715929999999986e+00	-9.809999999999997440e-147
3.078632766000000132e+00	-3.509999999999999043e-147
3.082549601000000195e+00	-1.249999999999999755e-147
3.086466436999999896e+00	-4.389999999999999112e-148
3.090383271999999959e+00	-1.529999999999999514e-148
3.094300108000000105e+00	-5.269999999999999041e-149
3.098216943999999806e+00	-1.789999999999999296e-149
3.102133778999999869e+00	-6.039999999999998285e-150
3.106050615000000015e+00	-2.009999999999999235e-150
3.109967450000000078e+00	-6.559999999999997480e-151
3.113884286000000223e+00	-2.109999999999999467e-151
3.117801121999999925e+00	-6.599999999999998271e-152
3.121717956999999988e+00	-2.009999999999999439e-152
3.125634793000000133e+00	-5.899999999999998416e-153
3.129551628000000196e+00	-1.629999999999999893e-153
3.133468463999999898e+00	-4.109999999999998686e-154
3.137385298999999961e+00	-8.519999999999996404e-155
3.141302135000000106e+00	-8.569999999999997926e-156
3.145218971000000252e+00	4.589999999999999016e-156
3.149135806000000315e+00	4.289999999999999405e-156
3.153052642000000017e+00	2.439999999999999389e-156
3.156969477000000079e+00	1.169999999999999673e-156
3.160886313000000225e+00	5.209999999999998454e-157
3.164803148999999927e+00	2.189999999999999153e-157
3.168719983999999545e+00	8.889999999999996330e-158
3.172636820000000135e+00	3.509999999999999133e-158
3.176553655000000198e+00	1.359999999999999530e-158
3.180470491000000344e+00	5.139999999999998767e-159
3.184387326000000407e+00	1.919999999999999422e-159
3.188304161999999664e+00	7.089999999999997892e-160
3.192220998000000254e+00	2.579999999999999326e-160
3.196137833000000317e+00	9.299999999999998820e-161
3.200054668999999574e+00	3.319999999999999517e-161
3.203971503999999637e+00	1.169999999999999486e-161
3.207888339999999783e+00	4.099999999999999207e-162
3.211805174999999846e+00	1.419999999999999641e-162
3.215722011000000435e+00	4.889999999999998639e-163
3.219638846999999693e+00	1.659999999999999771e-163
3.223555681999999756e+00	5.619999999999997776e-164
3.227472517999999901e+00	1.879999999999999334e-164
3.231389352999999964e+00	6.219999999999998023e-165
3.235306188999999666e+00	2.039999999999999124e-165
3.239223024999999812e+00	6.619999999999997979e-166
3.243139859999999874e+00	2.119999999999999380e-166
3.247056696000000020e+00	6.719999999999997546e-167
3.250973531000000083e+00	2.089999999999998802e-167
3.254890366999999785e+00	6.419999999999998544e-168
3.258807201999999847e+00	1.929999999999999528e-168
3.262724037999999993e+00	5.649999999999996973e-169
3.266640873999999695e+00	1.599999999999999679e-169
3.270557708999999758e+00	4.319999999999998751e-170
3.274474544999999903e+00	1.079999999999999688e-170
3.278391379999999966e+00	2.379999999999999207e-171
3.282308216000000112e+00	3.719999999999999060e-172
3.286225051000000175e+00	-1.859999999999999386e-173
3.290141886999999876e+00	-5.379999999999997576e-173
3.294058723000000022e+00	-3.369999999999998830e-173
3.297975558000000085e+00	-1.629999999999999578e-173
3.301892393999999786e+00	-7.099999999999997165e-174
3.305809228999999849e+00	-2.889999999999999371e-174
3.309726064999999995e+00	-1.129999999999999603e-174
3.313642901000000140e+00	-4.269999999999999478e-175
3.317559736000000203e+00	-1.579999999999999657e-175
3.321476571999999905e+00	-5.699999999999998434e-176
3.325393406999999968e+00	-2.029999999999998884e-176
3.329310243000000114e+00	-7.129999999999997390e-177
3.333227078000000176e+00	-2.469999999999999082e-177
3.337143913999999878e+00	-8.479999999999996613e-178
3.341060750000000024e+00	-2.879999999999999511e-178
3.344977585000000087e+00	-9.659999999999998726e-179
3.348894421000000232e+00	-3.219999999999998662e-179
3.352811256000000295e+00	-1.059999999999999577e-179
3.356728091999999997e+00	-3.459999999999998599e-180
3.360644927000000060e+00	-1.119999999999999732e-180
3.364561763000000205e+00	-3.599999999999998833e-181
3.368478598999999907e+00	-1.139999999999999827e-181
3.372395433999999970e+00	-3.599999999999999100e-182
3.376312270000000115e+00	-1.119999999999999772e-182
3.380229105000000178e+00	-3.469999999999999566e-183
3.384145941000000324e+00	-1.059999999999999450e-183
3.388062777000000025e+00	-3.189999999999999058e-184
3.391979612000000088e+00	-9.489999999999997933e-185
3.395896448000000234e+00	-2.779999999999999515e-185
3.399813283000000297e+00	-7.979999999999996602e-186
3.403730118999999554e+00	-2.239999999999999376e-186
3.407646953999999617e+00	-6.109999999999998512e-187
3.411563790000000207e+00	-1.599999999999999408e-187
3.415480626000000353e+00	-3.959999999999998510e-188
3.419397461000000416e+00	-8.859999999999995358e-189
3.423314296999999673e+00	-1.619999999999999557e-189
3.427231131999999736e+00	-1.309999999999999414e-190
3.431147968000000326e+00	7.939999999999997583e-191
3.435064803999999583e+00	6.299999999999996755e-191
3.438981638999999646e+00	3.169999999999998403e-191
3.442898474999999792e+00	1.359999999999999384e-191
3.446815309999999855e+00	5.389999999999997161e-192
3.450732146000000444e+00	2.029999999999998830e-192
3.454648981000000063e+00	7.349999999999996837e-193
3.458565816999999765e+00	2.599999999999999103e-193
3.462482652999999910e+00	8.979999999999996864e-194
3.466399487999999973e+00	3.049999999999998480e-194
3.470316323999999675e+00	1.019999999999999662e-194
3.474233158999999738e+00	3.369999999999998723e-195
3.478149994999999883e+00	1.099999999999999647e-195
3.482066829999999946e+00	3.549999999999997918e-196
3.485983666000000092e+00	1.129999999999999370e-196
3.489900501999999793e+00	3.589999999999998524e-197
3.493817336999999856e+00	1.119999999999999367e-197
3.497734173000000002e+00	3.489999999999998644e-198
3.501651008000000065e+00	1.069999999999999464e-198
3.505567843999999766e+00	3.279999999999998502e-199
3.509484679999999912e+00	9.909999999999995988e-200
3.513401514999999975e+00	2.969999999999998862e-200
3.517318351000000121e+00	8.809999999999996355e-201
3.521235186000000184e+00	2.589999999999998712e-201
3.525152021999999885e+00	7.509999999999996444e-202
3.529068856999999948e+00	2.159999999999999082e-202
3.532985693000000094e+00	6.109999999999996846e-203
3.536902528999999795e+00	1.709999999999999462e-203
3.540819363999999858e+00	4.679999999999997916e-204
3.544736200000000004e+00	1.259999999999999452e-204
3.548653035000000067e+00	3.299999999999998587e-205
3.552569871000000212e+00	8.349999999999995406e-206
3.556486706000000275e+00	2.009999999999999177e-206
3.560403541999999977e+00	4.509999999999998488e-207
3.564320378000000122e+00	8.779999999999996468e-208
3.568237213000000185e+00	1.189999999999999390e-208
3.572154048999999887e+00	-8.079999999999995546e-210
3.576070883999999950e+00	-1.539999999999999284e-209
3.579987720000000095e+00	-8.459999999999996022e-210
3.583904556000000241e+00	-3.649999999999998066e-210
3.587821391000000304e+00	-1.409999999999999224e-210
3.591738227000000006e+00	-5.149999999999997963e-211
3.595655062000000068e+00	-1.799999999999999311e-211
3.599571898000000214e+00	-6.079999999999997822e-212
3.603488733000000277e+00	-2.009999999999999044e-212
3.607405568999999979e+00	-6.509999999999997321e-213
3.611322405000000124e+00	-2.079999999999998994e-213
3.615239240000000187e+00	-6.529999999999997175e-214
3.619156076000000333e+00	-2.029999999999999524e-214
3.623072911000000396e+00	-6.229999999999998540e-215
3.626989747000000097e+00	-1.889999999999998784e-215
3.630906583000000243e+00	-5.689999999999998170e-216
3.634823418000000306e+00	-1.699999999999999234e-216
3.638740253999999563e+00	-5.009999999999998058e-217
3.642657088999999626e+00	-1.459999999999999367e-217
3.646573925000000216e+00	-4.249999999999998688e-218
3.650490759999999835e+00	-1.219999999999999460e-218
3.654407596000000424e+00	-3.479999999999997921e-219
3.658324431999999682e+00	-9.809999999999996185e-220
3.662241266999999745e+00	-2.739999999999999464e-220
3.666158103000000335e+00	-7.579999999999997084e-221
3.670074937999999953e+00	-2.069999999999999068e-221
3.673991773999999655e+00	-5.589999999999997123e-222
3.677908608999999718e+00	-1.489999999999999277e-222
3.681825444999999863e+00	-3.899999999999998082e-223
3.685742281000000453e+00	-9.999999999999993950e-224
3.689659116000000072e+00	-2.519999999999998925e-224
3.693575951999999774e+00	-6.139999999999997414e-225
3.697492786999999836e+00	-1.439999999999999377e-225
3.701409622999999982e+00	-3.169999999999998418e-226
3.705326458999999684e+00	-6.329999999999995868e-227
3.709243293999999747e+00	-1.019999999999999327e-227
3.713160129999999892e+00	-6.439999999999998272e-229
3.717076964999999955e+00	4.519999999999998109e-229
3.720993801000000101e+00	3.069999999999998494e-229
3.724910636000000164e+00	1.359999999999999230e-229
3.728827471999999865e+00	5.219999999999996895e-230
3.732744308000000011e+00	1.849999999999999451e-230
3.736661143000000074e+00	6.209999999999996006e-231
3.740577978999999775e+00	2.019999999999999046e-231
3.744494813999999838e+00	6.369999999999996553e-232
3.748411649999999984e+00	1.969999999999999375e-232
3.752328485000000047e+00	5.999999999999997289e-233
3.756245321000000192e+00	1.799999999999998919e-233
3.760162156999999894e+00	5.309999999999997905e-234
3.764078991999999957e+00	1.549999999999999516e-234
3.767995828000000103e+00	4.489999999999998051e-235
3.771912663000000165e+00	1.279999999999999464e-235
3.775829498999999867e+00	3.639999999999997511e-236
3.779746335000000013e+00	1.019999999999999418e-236
3.783663170000000076e+00	2.839999999999998391e-237
3.787580006000000221e+00	7.829999999999997240e-238
3.791496841000000284e+00	2.139999999999998943e-238
3.795413676999999986e+00	5.789999999999997239e-239
3.799330512000000049e+00	1.549999999999999287e-239
3.803247348000000194e+00	4.129999999999997875e-240
3.807164183999999896e+00	1.089999999999999567e-240
3.811081018999999959e+00	2.829999999999999114e-241
3.814997855000000104e+00	7.269999999999998079e-242
3.818914690000000167e+00	1.839999999999998961e-242
3.822831526000000313e+00	4.609999999999998427e-243
3.826748361000000376e+00	1.129999999999999645e-243
3.830665197000000077e+00	2.729999999999998948e-244
3.834582033000000223e+00	6.389999999999996970e-245
3.838498868000000286e+00	1.449999999999999167e-245
3.842415703999999543e+00	3.119999999999998205e-246
3.846332538999999606e+00	6.209999999999996858e-247
3.850249375000000196e+00	1.069999999999999516e-247
3.854166211000000342e+00	1.249999999999999429e-248
3.858083046000000405e+00	-1.059999999999999524e-249
3.861999881999999662e+00	-1.459999999999999297e-249
3.865916716999999725e+00	-7.029999999999996826e-250
3.869833553000000315e+00	-2.699999999999998161e-250
3.873750387999999933e+00	-9.329999999999995833e-251
3.877667223999999635e+00	-3.029999999999998703e-251
3.881584059999999781e+00	-9.469999999999995769e-252
3.885500894999999844e+00	-2.869999999999998983e-252
3.889417731000000433e+00	-8.479999999999998166e-253
3.893334566000000052e+00	-2.459999999999998739e-253
3.897251401999999754e+00	-7.029999999999996438e-254
3.901168237999999899e+00	-1.979999999999998887e-254
3.905085072999999962e+00	-5.509999999999997147e-255
3.909001908999999664e+00	-1.509999999999999249e-255
3.912918743999999727e+00	-4.119999999999997866e-256
3.916835579999999872e+00	-1.109999999999999583e-256
3.920752414999999935e+00	-2.959999999999998913e-257
3.924669251000000081e+00	-7.839999999999995741e-258
3.928586086999999782e+00	-2.049999999999999103e-258
3.932502921999999845e+00	-5.339999999999996722e-259
3.936419757999999991e+00	-1.369999999999999079e-259
3.940336593000000054e+00	-3.499999999999997789e-260
3.944253428999999755e+00	-8.849999999999994234e-261
3.948170263999999818e+00	-2.219999999999998857e-261
3.952087099999999964e+00	-5.479999999999997669e-262
3.956003936000000110e+00	-1.339999999999999241e-262
3.959920771000000173e+00	-3.249999999999998453e-263
3.963837606999999874e+00	-7.739999999999996287e-264
3.967754441999999937e+00	-1.819999999999999132e-264
3.971671278000000083e+00	-4.179999999999998077e-265
3.975588113999999784e+00	-9.389999999999994588e-266
3.979504948999999847e+00	-2.049999999999999108e-266
3.983421784999999993e+00	-4.289999999999997593e-267
3.987338620000000056e+00	-8.439999999999993914e-268
3.991255456000000201e+00	-1.499999999999999062e-268
3.995172291000000264e+00	-2.109999999999998815e-269
3.999089126999999966e+00	-1.009999999999999399e-270
4.003005963000000555e+00	8.489999999999995744e-271
4.006922797999999730e+00	4.939999999999996920e-271
4.010839633999999876e+00	1.949999999999999199e-271
4.014756468999999939e+00	6.639999999999995373e-272
4.018673305000000084e+00	2.099999999999998885e-272
4.022590140000000147e+00	6.299999999999996490e-273
4.026506976000000293e+00	1.829999999999998941e-273
4.030423811999999550e+00	5.179999999999997410e-274
4.034340646999999613e+00	1.439999999999999366e-274
4.038257482999999759e+00	3.909999999999998445e-275
4.042174317999999822e+00	1.049999999999999458e-275
4.046091153999999968e+00	2.779999999999998258e-276
4.050007990000000113e+00	7.269999999999995475e-277
4.053924825000000176e+00	1.879999999999999125e-277
4.057841661000000322e+00	4.819999999999997123e-278
4.061758496000000385e+00	1.219999999999999194e-278
4.065675331999999642e+00	3.069999999999998054e-279
4.069592166999999705e+00	7.659999999999995769e-280
4.073509002999999851e+00	1.889999999999999102e-280
4.077425838999999996e+00	4.629999999999997165e-281
4.081342674000000059e+00	1.119999999999999195e-281
4.085259510000000205e+00	2.699999999999998292e-282
4.089176345000000268e+00	6.419999999999997573e-283
4.093093181000000413e+00	1.509999999999999367e-283
4.097010016999999671e+00	3.529999999999997795e-284
4.100926851999999734e+00	8.119999999999996037e-285
4.104843687999999879e+00	1.839999999999999001e-285
4.108760522999999942e+00	4.129999999999997634e-286
4.112677359000000088e+00	9.079999999999994378e-287
4.116594194000000151e+00	1.959999999999999231e-287
4.120511030000000297e+00	4.099999999999997156e-288
4.124427866000000442e+00	8.299999999999993425e-289
4.128344701000000505e+00	1.599999999999998971e-289
4.132261536999999763e+00	2.839999999999998704e-290
4.136178371999999825e+00	4.339999999999997953e-291
4.140095207999999971e+00	4.329999999999997841e-292
4.144012043000000034e+00	-4.359999999999997576e-293
4.147928879000000180e+00	-4.579999999999997298e-293
4.151845715000000325e+00	-1.939999999999998687e-293
4.155762550000000388e+00	-6.609999999999995466e-294
4.159679386000000534e+00	-2.039999999999998914e-294
4.163596221000000597e+00	-5.929999999999996234e-295
4.167513056999999854e+00	-1.659999999999999200e-295
4.171429893000000000e+00	-4.489999999999998051e-296
4.175346728000000063e+00	-1.189999999999999227e-296
4.179263563999999320e+00	-3.089999999999998369e-297
4.183180398999999383e+00	-7.889999999999994553e-298
4.187097235000000417e+00	-1.989999999999998699e-298
4.191014069999999592e+00	-4.959999999999997180e-299
4.194930906000000626e+00	-1.219999999999999165e-299
4.198847741999999883e+00	-2.979999999999998055e-300
4.202764576999999946e+00	-7.179999999999995807e-301
4.206681413000000092e+00	-1.719999999999998631e-301
4.210598248000000154e+00	-4.069999999999997326e-302
4.214515083999999412e+00	-9.539999999999995429e-303
4.218431918999999475e+00	-2.219999999999998547e-303
4.222348754999999620e+00	-5.119999999999997714e-304
4.226265591000000654e+00	-1.169999999999999316e-304
4.230182425999999829e+00	-2.649999999999998517e-305
4.234099261999999975e+00	-5.929999999999996369e-306
4.238016097000000038e+00	-1.319999999999999208e-306
4.241932933000000183e+00	-2.879999999999998316e-307
4.245849768999999441e+00	-6.239999999999995758e-308
4.249766603999999504e+00	0.000000000000000000e+00
4.253683439999999649e+00	0.000000000000000000e+00
4.257600274999999712e+00	-5.766780289435845279e-310
4.261517110999999858e+00	-1.160035923629311789e-310
4.265433945999999921e+00	-2.263013437921325614e-311
4.269350782000000066e+00	-4.232743074748447135e-312
4.273267618000000212e+00	-7.433215023133631299e-313
4.277184453000000275e+00	-1.171381820735078124e-313
4.281101288999999532e+00	-1.450910724566488536e-314
4.285018123999999595e+00	-4.995003679455002562e-316
4.288934959999999741e+00	5.250682651177847648e-316
4.292851794999999804e+00	2.633468705463012330e-316
4.296768630999999949e+00	9.194067603459756941e-317
4.300685467000000095e+00	2.795423424169772947e-317
4.304602302000000158e+00	7.885287707626294845e-318
4.308519138000000304e+00	2.119541620658947675e-318
4.312435973000000367e+00	5.484128668837836640e-319
4.316352808999999624e+00	1.383383808355490324e-319
4.320269644999999770e+00	3.458459520888725809e-320
4.324186479999999833e+00	4.940656458412465442e-321
4.328103315999999978e+00	0.000000000000000000e+00
4.332020151000000041e+00	0.000000000000000000e+00
4.335936987000000187e+00	0.000000000000000000e+00
4.339853822000000250e+00	0.000000000000000000e+00
4.343770658000000395e+00	0.000000000000000000e+00
4.347687493999999653e+00	0.000000000000000000e+00
4.351604328999999716e+00	0.000000000000000000e+00
4.355521164999999861e+00	0.000000000000000000e+00
4.359437999999999924e+00	0.000000000000000000e+00
4.363354836000000070e+00	0.000000000000000000e+00
4.367271672000000216e+00	0.000000000000000000e+00
4.371188507000000278e+00	0.000000000000000000e+00
4.375105343000000424e+00	0.000000000000000000e+00
4.379022178000000487e+00	0.000000000000000000e+00
4.382939013999999744e+00	0.000000000000000000e+00
4.386855848999999807e+00	0.000000000000000000e+00
4.390772684999999953e+00	0.000000000000000000e+00
4.394689521000000099e+00	0.000000000000000000e+00
4.398606356000000162e+00	0.000000000000000000e+00
4.402523192000000307e+00	0.000000000000000000e+00
4.406440026999999482e+00	0.000000000000000000e+00
4.410356863000000516e+00	0.000000000000000000e+00
4.414273697999999690e+00	0.000000000000000000e+00
4.418190533999999836e+00	0.000000000000000000e+00
4.422107369999999982e+00	0.000000000000000000e+00
4.426024205000000045e+00	0.000000000000000000e+00
4.429941041000000190e+00	0.000000000000000000e+00
4.433857876000000253e+00	0.000000000000000000e+00
4.437774711999999511e+00	0.000000000000000000e+00
4.441691548000000545e+00	0.000000000000000000e+00
4.445608382999999719e+00	0.000000000000000000e+00
4.449525218999999865e+00	0.000000000000000000e+00
